Filename,Npofb10,Npofb15,Npofb20,Npofb25,Npofb30,Npofb35,Npofb40,Npofb45,Npofb50,Npofb55,Npofb60,Npofb65,Npofb70,Npofb75,Npofb80,Npofb85,Npofb90,Npofb95,Npofb100,
Acume.csv,0.4902676399026764,0.5620437956204379,0.6046228710462287,0.6423357664233577,0.6788321167883211,0.7141119221411192,0.7481751824817519,0.7822384428223844,0.8126520681265207,0.8418491484184915,0.8686131386861314,0.8929440389294404,0.916058394160584,0.9379562043795621,0.9574209245742092,0.9744525547445255,0.9890510948905109,0.9987834549878345,1.0,
