Dataset,#TrainingRelease,Classifier,Feature Selection,Balancing,Sensitivity,Accuracy,Precision,Recall,AUC,Kappa,NPofB20
STORM,8,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,NO_COST_SENSITIVE,95.844,0.950,0.991,0.926,0.900,0.9385365853658536
STORM,8,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,NO_COST_SENSITIVE,40.148,0.679,0.252,0.731,-0.010,0.6382044401073432
STORM,8,IBK,NO_SELECTION,OVERSAMPLING,NO_COST_SENSITIVE,95.608,0.950,0.988,0.936,0.895,0.9334146341463415
STORM,9,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,NO_COST_SENSITIVE,99.579,0.995,0.999,0.997,0.990,0.9553658536585365
STORM,9,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,NO_COST_SENSITIVE,40.720,0.887,0.162,0.878,0.077,0.7292022444498658
STORM,9,IBK,NO_SELECTION,OVERSAMPLING,NO_COST_SENSITIVE,99.327,0.995,0.995,0.991,0.984,0.9512195121951219
STORM,10,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,NO_COST_SENSITIVE,99.799,1.000,0.998,1.000,0.995,0.9477267201556042
STORM,10,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,NO_COST_SENSITIVE,37.613,0.948,0.103,0.954,0.058,0.7038657913931436
STORM,10,IBK,NO_SELECTION,OVERSAMPLING,NO_COST_SENSITIVE,99.765,0.999,0.997,0.997,0.995,0.9457816678823243
STORM,11,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,NO_COST_SENSITIVE,99.916,1.000,0.999,1.000,0.998,0.9450522732798444
STORM,11,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,NO_COST_SENSITIVE,36.287,0.963,0.081,0.969,0.047,0.6603452467785071
STORM,11,IBK,NO_SELECTION,OVERSAMPLING,NO_COST_SENSITIVE,99.849,1.000,0.998,0.999,0.996,0.9440797471432045
STORM,12,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,NO_COST_SENSITIVE,99.983,1.000,1.000,1.000,1.000,0.9450522732798444
STORM,12,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,NO_COST_SENSITIVE,46.073,0.993,0.221,0.990,0.147,0.9032336494043277
STORM,12,IBK,NO_SELECTION,OVERSAMPLING,NO_COST_SENSITIVE,100.000,1.000,1.000,1.000,1.000,0.9455385363481643
STORM,13,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,NO_COST_SENSITIVE,96.913,0.955,1.000,0.964,0.930,0.9463291139240506
STORM,13,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,NO_COST_SENSITIVE,37.777,0.948,0.060,0.952,0.037,0.7938718662952646
STORM,13,IBK,NO_SELECTION,OVERSAMPLING,NO_COST_SENSITIVE,96.813,0.955,0.999,0.955,0.927,0.9455696202531646
STORM,14,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,NO_COST_SENSITIVE,99.667,0.995,0.999,0.998,0.993,0.9269648723780642
STORM,14,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,NO_COST_SENSITIVE,37.644,0.925,0.059,0.973,0.035,0.7573919636087946
STORM,14,IBK,NO_SELECTION,OVERSAMPLING,NO_COST_SENSITIVE,99.684,0.995,1.000,0.996,0.993,0.9279757391963609
STORM,15,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,NO_COST_SENSITIVE,77.816,0.664,0.998,0.927,0.573,0.9297112462006079
STORM,15,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,NO_COST_SENSITIVE,57.389,0.683,0.047,0.904,0.033,0.8594224924012158
STORM,15,IBK,NO_SELECTION,OVERSAMPLING,NO_COST_SENSITIVE,77.866,0.664,0.997,0.801,0.574,0.9236322188449848
STORM,16,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,NO_COST_SENSITIVE,97.117,0.939,0.999,0.986,0.942,0.9745440729483282
STORM,16,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,NO_COST_SENSITIVE,57.555,0.707,0.049,0.954,0.037,0.9095744680851063
STORM,16,IBK,NO_SELECTION,OVERSAMPLING,NO_COST_SENSITIVE,97.101,0.939,0.998,0.975,0.941,0.9848024316109423
STORM,17,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,NO_COST_SENSITIVE,98.510,0.966,1.000,0.990,0.970,0.9855919003115264
STORM,17,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,NO_COST_SENSITIVE,58.526,0.674,0.050,0.950,0.036,0.7940031152647975
STORM,17,IBK,NO_SELECTION,OVERSAMPLING,NO_COST_SENSITIVE,98.510,0.966,1.000,0.988,0.970,0.9906542056074766
STORM,1,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,62.162,1.000,0.018,0.509,0.021,0.8662280701754386
STORM,1,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,91.554,0.825,0.991,0.930,0.828,0.9758771929824561
STORM,1,IBK,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,99.916,1.000,0.998,0.999,0.998,0.9846491228070176
STORM,2,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,73.227,1.000,0.405,0.703,0.428,0.48231511254019294
STORM,2,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,99.783,1.000,0.995,0.998,0.996,0.9437299035369775
STORM,2,IBK,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,100.000,1.000,1.000,1.000,1.000,0.9437299035369775
STORM,3,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,41.639,1.000,0.207,0.604,0.121,0.2003577817531306
STORM,3,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,85.253,0.998,0.801,0.899,0.678,0.7661001788908766
STORM,3,IBK,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,78.078,1.000,0.702,0.851,0.554,0.6668157423971377
STORM,4,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,36.596,1.000,0.222,0.611,0.096,0.2111829944547135
STORM,4,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,60.636,1.000,0.517,0.758,0.284,0.4775878003696858
STORM,4,IBK,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,93.317,0.990,0.927,0.943,0.800,0.881007393715342
STORM,5,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,50.188,1.000,0.388,0.694,0.191,0.36688162137263935
STORM,5,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,68.811,0.999,0.617,0.808,0.374,0.5674804237678489
STORM,5,IBK,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,97.449,0.999,0.970,0.983,0.920,0.9147858129894058
STORM,6,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,70.439,0.992,0.635,0.807,0.400,0.594531432577705
STORM,6,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,79.869,0.988,0.757,0.860,0.535,0.6950222014489367
STORM,6,IBK,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,97.759,0.985,0.987,0.963,0.930,0.9224117784529096
STORM,7,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,59.307,0.836,0.540,0.634,0.211,0.5029280862028578
STORM,7,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,72.215,0.853,0.741,0.707,0.376,0.648464963674713
STORM,7,IBK,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,88.253,0.882,0.966,0.818,0.686,0.8664166861963909
STORM,8,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,65.741,0.934,0.542,0.728,0.363,0.5323091928797854
STORM,8,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,35.605,0.629,0.164,0.474,-0.036,0.1433796634967081
STORM,8,IBK,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,95.608,0.950,0.988,0.936,0.895,0.9297560975609757
STORM,9,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,85.260,0.997,0.789,0.892,0.694,0.7751767861497196
STORM,9,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,36.598,0.887,0.094,0.534,0.043,0.08924652523774688
STORM,9,IBK,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,99.327,0.995,0.995,0.992,0.984,0.9512195121951219
STORM,10,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,68.312,1.000,0.541,0.771,0.422,0.5399951373693168
STORM,10,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,34.911,0.958,0.061,0.527,0.035,0.06003889158969373
STORM,10,IBK,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,99.765,0.999,0.997,0.998,0.995,0.9457816678823243
STORM,11,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,70.963,1.000,0.580,0.790,0.460,0.5791393143690736
STORM,11,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,34.273,0.955,0.051,0.523,0.029,0.05080213903743316
STORM,11,IBK,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,99.849,1.000,0.998,0.999,0.996,0.9440797471432045
STORM,12,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,72.440,1.000,0.601,0.801,0.482,0.5992217898832685
STORM,12,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,35.398,0.982,0.066,0.532,0.040,0.0660996354799514
STORM,12,IBK,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,100.000,1.000,1.000,1.000,1.000,0.9455385363481643
STORM,13,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,75.572,0.965,0.654,0.804,0.527,0.6506329113924051
STORM,13,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,36.092,0.925,0.034,0.514,0.020,0.03391546443938243
STORM,13,IBK,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,96.813,0.955,0.999,0.954,0.927,0.9455696202531646
STORM,14,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,76.419,0.997,0.644,0.820,0.550,0.6430738119312437
STORM,14,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,36.395,0.938,0.038,0.517,0.023,0.03787878787878788
STORM,14,IBK,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,99.684,0.995,1.000,0.995,0.993,0.9279757391963609
STORM,15,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,83.714,0.859,0.750,0.827,0.664,0.7475322703113136
STORM,15,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,56.693,0.611,0.025,0.506,0.014,0.02465857359635812
STORM,15,IBK,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,77.866,0.664,0.997,0.803,0.574,0.9236322188449848
STORM,16,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,65.242,0.947,0.217,0.604,0.227,0.5766894457099468
STORM,16,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,56.942,0.676,0.028,0.509,0.020,0.028072837632776935
STORM,16,IBK,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,97.101,0.939,0.998,0.974,0.941,0.9848024316109423
STORM,17,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,87.930,0.975,0.736,0.861,0.745,0.7344236760124611
STORM,17,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,57.980,0.646,0.028,0.508,0.019,0.02801556420233463
STORM,17,IBK,NO_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,98.510,0.966,1.000,0.987,0.970,0.9906542056074766
STORM,1,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,76.182,1.000,0.382,1.000,0.431,0.9692982456140351
STORM,1,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,91.554,0.825,0.991,0.994,0.828,0.9714912280701754
STORM,1,IBK,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,99.916,1.000,0.998,0.999,0.998,0.9846491228070176
STORM,2,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,92.547,1.000,0.834,1.000,0.847,0.9340836012861736
STORM,2,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,99.711,1.000,0.994,0.996,0.994,0.9340836012861736
STORM,2,IBK,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,100.000,1.000,1.000,1.000,1.000,0.9437299035369775
STORM,3,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,63.134,1.000,0.499,0.999,0.345,0.9552772808586762
STORM,3,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,97.597,0.999,0.969,0.995,0.940,0.9530411449016101
STORM,3,IBK,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,78.078,1.000,0.702,0.776,0.554,0.6668157423971377
STORM,4,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,51.205,1.000,0.401,0.998,0.199,0.9482439926062847
STORM,4,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,63.761,0.999,0.556,0.991,0.316,0.883086876155268
STORM,4,IBK,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,93.317,0.990,0.927,0.953,0.800,0.881007393715342
STORM,5,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,62.059,1.000,0.534,1.000,0.299,0.943344081068632
STORM,5,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,75.281,0.999,0.697,0.997,0.459,0.8756333486872409
STORM,5,IBK,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,97.449,0.999,0.970,0.987,0.920,0.9147858129894058
STORM,6,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,81.737,0.993,0.777,0.986,0.570,0.9336293526524889
STORM,6,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,81.755,0.988,0.781,0.975,0.567,0.9154007945781725
STORM,6,IBK,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,97.759,0.985,0.987,0.964,0.930,0.9224117784529096
STORM,7,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,78.324,0.878,0.812,0.774,0.494,0.8931333489571127
STORM,7,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,73.864,0.857,0.764,0.719,0.404,0.7890789782048278
STORM,7,IBK,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,88.253,0.882,0.966,0.820,0.686,0.8666510428872745
STORM,8,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,81.373,0.949,0.772,0.935,0.609,0.9404878048780487
STORM,8,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,37.086,0.667,0.177,0.737,-0.014,0.41741888265430593
STORM,8,IBK,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,95.608,0.950,0.988,0.936,0.895,0.9334146341463415
STORM,9,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,86.690,0.997,0.810,0.996,0.721,0.9551219512195122
STORM,9,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,37.271,0.898,0.103,0.901,0.050,0.6357648206879727
STORM,9,IBK,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,99.327,0.995,0.995,0.991,0.984,0.9512195121951219
STORM,10,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,89.040,1.000,0.842,1.000,0.766,0.9469973255531242
STORM,10,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,35.314,0.961,0.067,0.963,0.038,0.5737904206175541
STORM,10,IBK,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,99.765,0.999,0.997,0.997,0.995,0.9457816678823243
STORM,11,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,94.444,1.000,0.920,1.000,0.876,0.9438366156090445
STORM,11,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,34.542,0.958,0.055,0.973,0.031,0.4539265742766837
STORM,11,IBK,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,99.849,1.000,0.998,0.999,0.996,0.9440797471432045
STORM,12,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,97.466,1.000,0.963,1.000,0.942,0.9443228786773644
STORM,12,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,36.170,0.985,0.077,0.991,0.048,0.8188670070508145
STORM,12,IBK,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,100.000,1.000,1.000,1.000,1.000,0.9455385363481643
STORM,13,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,94.510,0.960,0.956,0.971,0.878,0.9455696202531646
STORM,13,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,36.242,0.924,0.037,0.950,0.021,0.6287667763990884
STORM,13,IBK,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,96.813,0.955,0.999,0.955,0.927,0.9455696202531646
STORM,14,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,97.837,0.996,0.971,0.997,0.952,0.92671215567349
STORM,14,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,36.545,0.936,0.041,0.974,0.024,0.5663381349507203
STORM,14,IBK,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,99.684,0.995,1.000,0.996,0.993,0.9279757391963609
STORM,15,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,79.175,0.683,0.976,0.925,0.596,0.9308510638297872
STORM,15,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,56.793,0.623,0.029,0.904,0.017,0.6136018237082067
STORM,15,IBK,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,77.866,0.664,0.997,0.801,0.574,0.9236322188449848
STORM,16,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,96.620,0.943,0.983,0.991,0.932,0.9810030395136778
STORM,16,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,57.008,0.681,0.031,0.959,0.022,0.7177051671732523
STORM,16,IBK,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,97.101,0.939,0.998,0.975,0.941,0.9848024316109423
STORM,17,RANDOM_FOREST,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,97.781,0.974,0.974,0.994,0.955,0.9894859813084113
STORM,17,NAIVE_BAYES,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,58.079,0.661,0.031,0.954,0.022,0.4318535825545171
STORM,17,IBK,NO_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,98.510,0.966,1.000,0.988,0.970,0.9906542056074766
STORM,1,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,100.000,1.000,1.000,1.000,1.000,0.9451754385964912
STORM,1,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,99.831,1.000,0.996,0.997,0.996,0.9824561403508771
STORM,1,IBK,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,100.000,1.000,1.000,1.000,1.000,0.9846491228070176
STORM,2,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,100.000,1.000,1.000,1.000,1.000,0.9212218649517685
STORM,2,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,99.711,1.000,0.994,0.998,0.994,0.9421221864951769
STORM,2,IBK,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,100.000,1.000,1.000,1.000,1.000,0.9437299035369775
STORM,3,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,72.284,1.000,0.623,0.999,0.466,0.9525939177101967
STORM,3,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,99.737,0.999,0.998,0.997,0.993,0.9566189624329159
STORM,3,IBK,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,78.111,1.000,0.703,0.853,0.555,0.6668157423971377
STORM,4,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,81.758,1.000,0.776,0.997,0.562,0.9491682070240296
STORM,4,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,79.292,0.999,0.747,0.996,0.520,0.9239833641404805
STORM,4,IBK,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,95.858,0.990,0.959,0.954,0.870,0.910351201478743
STORM,5,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,98.950,1.000,0.987,1.000,0.966,0.9431137724550899
STORM,5,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,58.158,0.999,0.487,0.994,0.259,0.742054352832796
STORM,5,IBK,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,95.780,1.000,0.948,0.974,0.872,0.8942883463841548
STORM,6,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,98.506,0.987,0.994,0.983,0.953,0.9333956531899976
STORM,6,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,72.512,0.991,0.662,0.974,0.427,0.881280673054452
STORM,6,IBK,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,95.238,0.986,0.954,0.950,0.859,0.8899275531666277
STORM,7,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,87.681,0.883,0.955,0.793,0.675,0.8975861260838996
STORM,7,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,68.765,0.844,0.694,0.712,0.321,0.7611905319896883
STORM,7,IBK,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,85.863,0.883,0.926,0.807,0.637,0.8357159596906492
STORM,8,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,95.289,0.960,0.972,0.947,0.889,0.9360975609756098
STORM,8,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,38.297,0.655,0.225,0.724,-0.028,0.6042937301780922
STORM,8,IBK,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,94.229,0.960,0.956,0.934,0.865,0.906829268292683
STORM,9,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,99.529,1.000,0.993,1.000,0.989,0.9534146341463414
STORM,9,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,41.259,0.882,0.173,0.861,0.081,0.7378048780487805
STORM,9,IBK,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,97.409,1.000,0.962,0.979,0.941,0.9241463414634147
STORM,10,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,99.480,1.000,0.992,1.000,0.988,0.9474835886214442
STORM,10,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,35.532,0.948,0.071,0.941,0.040,0.6335116731517509
STORM,10,IBK,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,98.657,1.000,0.981,0.989,0.969,0.9321663019693655
STORM,11,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,99.463,1.000,0.992,1.000,0.987,0.9450522732798444
STORM,11,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,34.877,0.965,0.060,0.962,0.035,0.632295719844358
STORM,11,IBK,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,98.976,1.000,0.985,0.992,0.976,0.9336250911743253
STORM,12,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,99.782,1.000,0.997,1.000,0.995,0.9452954048140044
STORM,12,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,35.415,0.972,0.067,0.975,0.040,0.6884727626459144
STORM,12,IBK,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,99.496,1.000,0.993,0.995,0.988,0.9389739849258448
STORM,13,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,96.896,0.956,0.999,0.971,0.929,0.9463291139240506
STORM,13,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,37.527,0.913,0.059,0.928,0.033,0.66
STORM,13,IBK,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,96.463,0.955,0.994,0.951,0.920,0.9407594936708861
STORM,14,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,99.900,1.000,0.999,1.000,0.998,0.9257012888551933
STORM,14,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,37.444,0.943,0.055,0.962,0.034,0.6515036643922163
STORM,14,IBK,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,99.850,1.000,0.998,0.999,0.997,0.9274703057872126
STORM,15,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,77.899,0.665,0.998,0.927,0.575,0.9297112462006079
STORM,15,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,57.223,0.659,0.044,0.894,0.029,0.7359422492401215
STORM,15,IBK,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,77.949,0.665,0.997,0.804,0.576,0.9232522796352584
STORM,16,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,99.901,1.000,0.998,1.000,0.998,0.9608662613981763
STORM,16,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,56.991,0.650,0.034,0.949,0.022,0.7944528875379939
