Dataset,#TrainingRelease,Classifier,Feature Selection,Balancing,Sensitivity,Accuracy,Precision,Recall,AUC,Kappa,NPofB20
STORM,16,IBK,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,99.967,1.000,0.999,0.999,0.999,0.9924012158054711
STORM,17,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,98.924,0.975,1.000,0.992,0.978,0.9793613707165109
STORM,17,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,58.195,0.683,0.033,0.957,0.025,0.8341121495327103
STORM,17,IBK,NO_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,98.924,0.975,1.000,0.991,0.978,0.991822429906542
STORM,1,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,61.993,1.000,0.013,0.507,0.016,0.868421052631579
STORM,1,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,99.662,1.000,0.991,0.996,0.993,0.9802631578947368
STORM,1,IBK,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,100.000,1.000,1.000,1.000,1.000,0.9846491228070176
STORM,2,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,56.368,1.000,0.031,0.515,0.033,0.8118971061093248
STORM,2,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,99.711,1.000,0.994,0.997,0.994,0.9421221864951769
STORM,2,IBK,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,100.000,1.000,1.000,1.000,1.000,0.9437299035369775
STORM,3,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,44.305,1.000,0.243,0.622,0.145,0.22540250447227192
STORM,3,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,79.197,0.999,0.718,0.858,0.572,0.6829159212880143
STORM,3,IBK,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,78.111,1.000,0.703,0.851,0.555,0.6668157423971377
STORM,4,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,29.462,1.000,0.134,0.567,0.054,0.1226894639556377
STORM,4,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,71.423,1.000,0.649,0.824,0.407,0.6058225508317929
STORM,4,IBK,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,95.858,0.990,0.959,0.958,0.870,0.910351201478743
STORM,5,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,31.770,1.000,0.162,0.581,0.067,0.154076462459696
STORM,5,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,52.157,0.998,0.413,0.705,0.206,0.3687240902809765
STORM,5,IBK,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,95.780,1.000,0.948,0.974,0.872,0.8942883463841548
STORM,6,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,34.510,0.996,0.181,0.589,0.080,0.1738724000934798
STORM,6,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,58.730,0.990,0.489,0.734,0.267,0.433278803458752
STORM,6,IBK,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,95.238,0.986,0.954,0.950,0.859,0.8899275531666277
STORM,7,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,48.048,0.836,0.345,0.586,0.118,0.33145935816350436
STORM,7,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,62.639,0.826,0.608,0.640,0.233,0.5169828999765753
STORM,7,IBK,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,85.863,0.883,0.926,0.806,0.637,0.8354816029997656
STORM,8,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,45.398,0.948,0.221,0.597,0.132,0.7965357404244938
STORM,8,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,34.074,0.589,0.150,0.458,-0.057,0.12948061448427212
STORM,8,IBK,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,94.229,0.960,0.956,0.934,0.865,0.906829268292683
STORM,9,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,60.155,1.000,0.423,0.712,0.312,0.4225798585710802
STORM,9,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,36.699,0.890,0.095,0.534,0.044,0.09141882008776207
STORM,9,IBK,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,97.409,1.000,0.962,0.981,0.941,0.9241463414634147
STORM,10,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,56.076,1.000,0.364,0.682,0.262,0.36412250850753525
STORM,10,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,33.954,0.950,0.047,0.521,0.026,0.04642683519688867
STORM,10,IBK,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,98.657,1.000,0.981,0.990,0.969,0.9316800389010454
STORM,11,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,61.396,1.000,0.441,0.721,0.328,0.44055433989788473
STORM,11,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,33.501,0.964,0.039,0.518,0.023,0.03889158969372873
STORM,11,IBK,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,98.976,1.000,0.985,0.993,0.976,0.9336250911743253
STORM,12,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,69.302,1.000,0.556,0.778,0.436,0.5554205153135634
STORM,12,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,33.652,0.966,0.041,0.519,0.024,0.04107924161400097
STORM,12,IBK,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,99.496,1.000,0.993,0.996,0.988,0.9389739849258448
STORM,13,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,66.411,0.971,0.506,0.738,0.389,0.5051885598582637
STORM,13,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,36.009,0.889,0.034,0.513,0.018,0.034159919028340084
STORM,13,IBK,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,96.463,0.955,0.994,0.951,0.920,0.9407594936708861
STORM,14,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,69.196,1.000,0.533,0.766,0.437,0.532103134479272
STORM,14,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,36.212,0.933,0.035,0.515,0.021,0.0351010101010101
STORM,14,IBK,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,99.850,1.000,0.998,0.999,0.997,0.9274703057872126
STORM,15,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,81.544,0.879,0.669,0.799,0.615,0.6685649202733486
STORM,15,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,56.826,0.638,0.028,0.508,0.018,0.027693474962063733
STORM,15,IBK,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,77.949,0.665,0.997,0.804,0.576,0.9232522796352584
STORM,16,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,70.411,1.000,0.323,0.661,0.349,0.6039453717754173
STORM,16,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,56.643,0.621,0.020,0.505,0.012,0.020106221547799695
STORM,16,IBK,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,99.967,1.000,0.999,1.000,0.999,0.9924012158054711
STORM,17,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,79.073,0.982,0.518,0.755,0.544,0.5173219151420786
STORM,17,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,57.781,0.640,0.019,0.505,0.012,0.018287937743190662
STORM,17,IBK,NO_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,98.924,0.975,1.000,0.991,0.978,0.991822429906542
STORM,1,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,79.561,1.000,0.469,1.000,0.521,0.9736842105263158
STORM,1,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,99.662,1.000,0.991,0.997,0.993,0.9824561403508771
STORM,1,IBK,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,100.000,1.000,1.000,1.000,1.000,0.9846491228070176
STORM,2,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,92.619,1.000,0.836,1.000,0.849,0.9389067524115756
STORM,2,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,99.711,1.000,0.994,0.998,0.994,0.9421221864951769
STORM,2,IBK,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,100.000,1.000,1.000,1.000,1.000,0.9437299035369775
STORM,3,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,62.377,1.000,0.489,0.999,0.335,0.9543828264758497
STORM,3,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,80.020,0.999,0.729,0.997,0.586,0.9552772808586762
STORM,3,IBK,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,78.111,1.000,0.703,0.853,0.555,0.6668157423971377
STORM,4,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,52.108,1.000,0.412,0.998,0.206,0.9463955637707948
STORM,4,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,73.852,1.000,0.679,0.996,0.439,0.8606746765249538
STORM,4,IBK,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,95.858,0.990,0.959,0.954,0.870,0.910351201478743
STORM,5,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,60.371,1.000,0.513,1.000,0.281,0.943344081068632
STORM,5,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,53.151,0.998,0.425,0.994,0.214,0.6188392445877475
STORM,5,IBK,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,95.780,1.000,0.948,0.974,0.872,0.8942883463841548
STORM,6,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,66.760,0.997,0.586,0.988,0.358,0.9331619537275064
STORM,6,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,59.739,0.989,0.502,0.973,0.277,0.7663005375087637
STORM,6,IBK,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,95.238,0.986,0.954,0.950,0.859,0.8899275531666277
STORM,7,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,70.364,0.879,0.681,0.780,0.376,0.8933677056479963
STORM,7,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,63.430,0.829,0.619,0.712,0.244,0.7147879071947504
STORM,7,IBK,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,85.863,0.883,0.926,0.807,0.637,0.8357159596906492
STORM,8,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,55.780,0.981,0.367,0.967,0.253,0.9421951219512195
STORM,8,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,34.612,0.600,0.159,0.729,-0.054,0.33983898511832156
STORM,8,IBK,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,94.229,0.960,0.956,0.934,0.865,0.906829268292683
STORM,9,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,57.193,1.000,0.380,1.000,0.275,0.9551219512195122
STORM,9,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,37.119,0.895,0.101,0.885,0.048,0.656829268292683
STORM,9,IBK,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,97.409,1.000,0.962,0.979,0.941,0.9241463414634147
STORM,10,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,59.164,1.000,0.409,1.000,0.300,0.9448091417456844
STORM,10,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,34.072,0.952,0.048,0.952,0.027,0.3127431906614786
STORM,10,IBK,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,98.657,1.000,0.981,0.989,0.969,0.9321663019693655
STORM,11,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,62.269,1.000,0.454,1.000,0.339,0.9421346948699246
STORM,11,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,33.619,0.966,0.041,0.969,0.024,0.36867704280155644
STORM,11,IBK,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,98.976,1.000,0.985,0.992,0.976,0.9336250911743253
STORM,12,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,77.140,1.000,0.669,1.000,0.556,0.9428640894724045
STORM,12,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,33.770,0.967,0.043,0.980,0.025,0.5756322957198443
STORM,12,IBK,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,99.496,1.000,0.993,0.995,0.988,0.9389739849258448
STORM,13,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,80.144,0.974,0.718,0.974,0.606,0.9440506329113924
STORM,13,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,36.109,0.883,0.036,0.928,0.019,0.3918987341772152
STORM,13,IBK,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,96.463,0.955,0.994,0.951,0.920,0.9407594936708861
STORM,14,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,83.541,1.000,0.751,1.000,0.672,0.9236795552185999
STORM,14,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,36.312,0.930,0.037,0.967,0.022,0.4371998989133182
STORM,14,IBK,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,99.850,1.000,0.998,0.999,0.997,0.9274703057872126
STORM,15,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,82.074,0.845,0.723,0.923,0.630,0.9338905775075987
STORM,15,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,56.859,0.637,0.030,0.894,0.019,0.4433890577507599
STORM,15,IBK,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,77.949,0.665,0.997,0.804,0.576,0.9232522796352584
STORM,16,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,90.142,1.000,0.774,1.000,0.794,0.9775835866261399
STORM,16,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,56.726,0.641,0.022,0.957,0.014,0.5357142857142857
STORM,16,IBK,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,99.967,1.000,0.999,0.999,0.999,0.9924012158054711
STORM,17,RANDOM_FOREST,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,91.209,0.985,0.806,0.995,0.816,0.9902647975077882
STORM,17,NAIVE_BAYES,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,57.831,0.650,0.020,0.960,0.014,0.6261682242990654
STORM,17,IBK,NO_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,98.924,0.975,1.000,0.991,0.978,0.991822429906542
STORM,1,RANDOM_FOREST,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,100.000,1.000,1.000,1.000,1.000,0.956140350877193
STORM,1,NAIVE_BAYES,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,99.916,1.000,0.998,0.999,0.998,0.9824561403508771
STORM,1,IBK,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,100.000,1.000,1.000,1.000,1.000,0.9846491228070176
STORM,2,RANDOM_FOREST,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,100.000,1.000,1.000,1.000,1.000,0.932475884244373
STORM,2,NAIVE_BAYES,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,98.842,1.000,0.974,0.998,0.977,0.9405144694533762
STORM,2,IBK,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,100.000,1.000,1.000,1.000,1.000,0.9437299035369775
STORM,3,RANDOM_FOREST,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,67.380,1.000,0.557,0.999,0.399,0.9548300536672629
STORM,3,NAIVE_BAYES,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,99.375,0.999,0.993,0.995,0.984,0.9548300536672629
STORM,3,IBK,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,76.333,1.000,0.678,0.840,0.527,0.6435599284436494
STORM,4,RANDOM_FOREST,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,77.786,1.000,0.727,0.998,0.497,0.9491682070240296
STORM,4,NAIVE_BAYES,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,78.897,0.999,0.742,0.996,0.514,0.9209796672828097
STORM,4,IBK,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,98.776,0.991,0.994,0.976,0.959,0.9452402957486137
STORM,5,RANDOM_FOREST,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,99.775,1.000,0.997,1.000,0.993,0.9435743896821741
STORM,5,NAIVE_BAYES,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,78.338,0.999,0.734,0.997,0.506,0.9104099493321051
STORM,5,IBK,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,99.981,1.000,1.000,1.000,0.999,0.9442653155228006
STORM,6,RANDOM_FOREST,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,98.599,0.983,1.000,0.991,0.955,0.9338630521149801
STORM,6,NAIVE_BAYES,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,80.037,0.988,0.760,0.976,0.537,0.9079224117784529
STORM,6,IBK,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,98.805,0.985,1.000,0.970,0.962,0.9345641505024539
STORM,7,RANDOM_FOREST,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,89.398,0.883,0.982,0.762,0.713,0.8968830560112491
STORM,7,NAIVE_BAYES,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,69.758,0.842,0.713,0.715,0.331,0.7928286852589641
STORM,7,IBK,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,88.876,0.883,0.975,0.827,0.701,0.8851652214670729
STORM,8,RANDOM_FOREST,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,97.173,0.961,1.000,0.944,0.932,0.9343902439024391
STORM,8,NAIVE_BAYES,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,41.864,0.693,0.284,0.719,0.002,0.6913881434496219
STORM,8,IBK,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,97.173,0.961,1.000,0.954,0.932,0.9446341463414634
STORM,9,RANDOM_FOREST,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,100.000,1.000,1.000,1.000,1.000,0.9539024390243902
STORM,9,NAIVE_BAYES,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,40.182,0.845,0.164,0.847,0.065,0.7235911197853135
STORM,9,IBK,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,100.000,1.000,1.000,1.000,1.000,0.9578048780487805
STORM,10,RANDOM_FOREST,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,99.899,1.000,0.999,1.000,0.998,0.9474835886214442
STORM,10,NAIVE_BAYES,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,38.469,0.947,0.116,0.940,0.066,0.7213035019455253
STORM,10,IBK,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,99.950,1.000,1.000,0.999,0.999,0.9479698516897641
STORM,11,RANDOM_FOREST,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,100.000,1.000,1.000,1.000,1.000,0.9452954048140044
STORM,11,NAIVE_BAYES,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,36.908,0.969,0.090,0.972,0.053,0.7159533073929961
STORM,11,IBK,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,100.000,1.000,1.000,1.000,1.000,0.9457816678823243
STORM,12,RANDOM_FOREST,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,100.000,1.000,1.000,1.000,1.000,0.9452954048140044
STORM,12,NAIVE_BAYES,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,36.086,0.981,0.077,0.985,0.047,0.7323121808898614
STORM,12,IBK,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,100.000,1.000,1.000,1.000,1.000,0.9455385363481643
STORM,13,RANDOM_FOREST,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,96.896,0.955,1.000,0.968,0.929,0.9465822784810126
STORM,13,NAIVE_BAYES,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,38.195,0.922,0.069,0.937,0.040,0.7491139240506329
STORM,13,IBK,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,96.830,0.954,1.000,0.954,0.928,0.9460759493670886
STORM,14,RANDOM_FOREST,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,99.967,1.000,1.000,1.000,0.999,0.9259540055597675
STORM,14,NAIVE_BAYES,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,37.610,0.918,0.059,0.965,0.034,0.70381602223907
STORM,14,IBK,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,99.967,1.000,1.000,1.000,0.999,0.9287338893100834
STORM,15,RANDOM_FOREST,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,77.850,0.664,0.998,0.924,0.574,0.9308510638297872
STORM,15,NAIVE_BAYES,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,57.389,0.663,0.051,0.906,0.034,0.8354863221884499
STORM,15,IBK,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,77.850,0.664,0.998,0.803,0.574,0.9240121580547113
STORM,16,RANDOM_FOREST,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,100.000,1.000,1.000,1.000,1.000,0.9635258358662614
STORM,16,NAIVE_BAYES,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,57.571,0.706,0.050,0.956,0.038,0.901595744680851
STORM,16,IBK,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,100.000,1.000,1.000,1.000,1.000,0.993161094224924
STORM,17,RANDOM_FOREST,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,98.874,0.974,1.000,0.987,0.977,0.9816978193146417
STORM,17,NAIVE_BAYES,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,58.808,0.732,0.051,0.959,0.042,0.9225077881619937
STORM,17,IBK,NO_SELECTION,SMOTE,NO_COST_SENSITIVE,98.858,0.974,1.000,0.990,0.977,0.991822429906542
STORM,1,RANDOM_FOREST,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,64.949,1.000,0.090,0.545,0.108,0.8618421052631579
STORM,1,NAIVE_BAYES,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,99.747,1.000,0.993,0.997,0.995,0.9802631578947368
STORM,1,IBK,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,100.000,1.000,1.000,1.000,1.000,0.9846491228070176
STORM,2,RANDOM_FOREST,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,57.308,1.000,0.051,0.526,0.056,0.8006430868167203
STORM,2,NAIVE_BAYES,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,98.263,1.000,0.961,0.981,0.965,0.9115755627009646
STORM,2,IBK,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,100.000,1.000,1.000,1.000,1.000,0.9437299035369775
STORM,3,RANDOM_FOREST,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,46.708,1.000,0.276,0.638,0.168,0.25268336314847945
STORM,3,NAIVE_BAYES,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,99.276,0.999,0.992,0.994,0.981,0.9543828264758497
STORM,3,IBK,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,76.333,1.000,0.678,0.839,0.527,0.6435599284436494
STORM,4,RANDOM_FOREST,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,33.773,1.000,0.187,0.594,0.079,0.16751386321626618
STORM,4,NAIVE_BAYES,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,64.194,1.000,0.561,0.780,0.321,0.5184842883548983
STORM,4,IBK,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,98.776,0.991,0.994,0.976,0.959,0.9452402957486137
STORM,5,RANDOM_FOREST,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,36.909,1.000,0.225,0.613,0.097,0.19852602487333026
STORM,5,NAIVE_BAYES,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,61.853,0.999,0.532,0.765,0.296,0.4831874712114233
STORM,5,IBK,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,99.981,1.000,1.000,1.000,0.999,0.9442653155228006
STORM,6,RANDOM_FOREST,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,75.500,0.997,0.695,0.844,0.474,0.6358962374386539
STORM,6,NAIVE_BAYES,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,62.092,0.990,0.531,0.755,0.302,0.47254031315727973
STORM,6,IBK,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,98.805,0.985,1.000,0.970,0.962,0.9345641505024539
STORM,7,RANDOM_FOREST,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,65.500,0.842,0.640,0.667,0.281,0.5898336847036777
STORM,7,NAIVE_BAYES,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,62.925,0.822,0.618,0.638,0.231,0.5237760599672054
STORM,7,IBK,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,88.876,0.883,0.975,0.822,0.701,0.8746191703773143
STORM,8,RANDOM_FOREST,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,68.888,0.937,0.589,0.750,0.408,0.5765853658536585
STORM,8,NAIVE_BAYES,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,35.470,0.609,0.183,0.460,-0.056,0.15776639843940501
STORM,8,IBK,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,97.173,0.961,1.000,0.954,0.932,0.9446341463414634
STORM,9,RANDOM_FOREST,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,73.986,1.000,0.623,0.812,0.506,0.6192682926829268
