Dataset,#TrainingRelease,Classifier,Feature Selection,Balancing,Sensitivity,Accuracy,Precision,Recall,AUC,Kappa
STORM,20,NAIVE_BAYES,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,6.146,0.001,1.000,0.993,0.000
STORM,1,NAIVE_BAYES,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,100.000,1.000,1.000,1.000,1.000
STORM,1,NAIVE_BAYES,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,33.333,0.333,1.000,1.000,0.000
STORM,2,NAIVE_BAYES,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,20.000,0.200,1.000,0.125,0.000
STORM,7,NAIVE_BAYES,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,100.000,1.000,1.000,1.000,1.000
STORM,8,NAIVE_BAYES,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,20.000,0.200,1.000,0.500,0.000
STORM,14,NAIVE_BAYES,BEST_FIRST,NO_SAMPLING,SENSITIVE_LEARNING,100.000,1.000,1.000,1.000,1.000
STORM,15,NAIVE_BAYES,BEST_FIRST,NO_SAMPLING,SENSITIVE_LEARNING,20.000,0.200,1.000,0.125,0.000
STORM,1,NAIVE_BAYES,BEST_FIRST,OVERSAMPLING,NO_COST_SENSITIVE,100.000,1.000,1.000,1.000,1.000
STORM,1,NAIVE_BAYES,BEST_FIRST,OVERSAMPLING,NO_COST_SENSITIVE,83.193,0.048,1.000,0.907,0.076
STORM,1,NAIVE_BAYES,BEST_FIRST,OVERSAMPLING,NO_COST_SENSITIVE,33.333,0.333,1.000,0.500,0.000
STORM,2,NAIVE_BAYES,BEST_FIRST,OVERSAMPLING,NO_COST_SENSITIVE,20.000,0.200,1.000,0.250,0.000
STORM,2,NAIVE_BAYES,BEST_FIRST,OVERSAMPLING,NO_COST_SENSITIVE,1.258,0.006,1.000,1.000,0.000
STORM,2,NAIVE_BAYES,BEST_FIRST,OVERSAMPLING,NO_COST_SENSITIVE,13.542,0.012,1.000,1.000,0.003
STORM,3,NAIVE_BAYES,BEST_FIRST,OVERSAMPLING,NO_COST_SENSITIVE,3.571,0.036,1.000,1.000,0.000
STORM,3,NAIVE_BAYES,BEST_FIRST,OVERSAMPLING,NO_COST_SENSITIVE,10.619,0.010,1.000,1.000,0.002
STORM,4,NAIVE_BAYES,BEST_FIRST,OVERSAMPLING,NO_COST_SENSITIVE,100.000,1.000,1.000,1.000,1.000
STORM,4,NAIVE_BAYES,BEST_FIRST,OVERSAMPLING,NO_COST_SENSITIVE,55.263,0.056,1.000,1.000,0.058
STORM,5,NAIVE_BAYES,BEST_FIRST,OVERSAMPLING,NO_COST_SENSITIVE,63.144,0.007,1.000,1.000,0.009
STORM,5,NAIVE_BAYES,BEST_FIRST,OVERSAMPLING,NO_COST_SENSITIVE,73.302,0.000,0.000,0.557,-0.003
STORM,7,NAIVE_BAYES,BEST_FIRST,OVERSAMPLING,SENSITIVE_THRESHOLD,100.000,1.000,1.000,1.000,1.000
STORM,8,NAIVE_BAYES,BEST_FIRST,OVERSAMPLING,SENSITIVE_THRESHOLD,84.874,0.053,1.000,0.924,0.085
STORM,8,NAIVE_BAYES,BEST_FIRST,OVERSAMPLING,SENSITIVE_THRESHOLD,33.333,0.333,1.000,0.500,0.000
STORM,8,NAIVE_BAYES,BEST_FIRST,OVERSAMPLING,SENSITIVE_THRESHOLD,20.000,0.200,1.000,0.500,0.000
STORM,9,NAIVE_BAYES,BEST_FIRST,OVERSAMPLING,SENSITIVE_THRESHOLD,100.000,1.000,1.000,1.000,1.000
STORM,9,NAIVE_BAYES,BEST_FIRST,OVERSAMPLING,SENSITIVE_THRESHOLD,100.000,1.000,1.000,1.000,1.000
STORM,9,NAIVE_BAYES,BEST_FIRST,OVERSAMPLING,SENSITIVE_THRESHOLD,100.000,1.000,1.000,1.000,1.000
STORM,10,NAIVE_BAYES,BEST_FIRST,OVERSAMPLING,SENSITIVE_THRESHOLD,100.000,1.000,1.000,1.000,1.000
STORM,11,NAIVE_BAYES,BEST_FIRST,OVERSAMPLING,SENSITIVE_THRESHOLD,100.000,1.000,1.000,1.000,1.000
STORM,11,NAIVE_BAYES,BEST_FIRST,OVERSAMPLING,SENSITIVE_THRESHOLD,100.000,1.000,1.000,1.000,1.000
STORM,14,NAIVE_BAYES,BEST_FIRST,OVERSAMPLING,SENSITIVE_LEARNING,100.000,1.000,1.000,1.000,1.000
STORM,14,NAIVE_BAYES,BEST_FIRST,OVERSAMPLING,SENSITIVE_LEARNING,84.874,0.053,1.000,0.907,0.085
STORM,15,NAIVE_BAYES,BEST_FIRST,OVERSAMPLING,SENSITIVE_LEARNING,33.333,0.333,1.000,0.500,0.000
STORM,15,NAIVE_BAYES,BEST_FIRST,OVERSAMPLING,SENSITIVE_LEARNING,20.000,0.200,1.000,0.250,0.000
STORM,15,NAIVE_BAYES,BEST_FIRST,OVERSAMPLING,SENSITIVE_LEARNING,100.000,1.000,1.000,1.000,1.000
STORM,16,NAIVE_BAYES,BEST_FIRST,OVERSAMPLING,SENSITIVE_LEARNING,100.000,1.000,1.000,1.000,1.000
STORM,16,NAIVE_BAYES,BEST_FIRST,OVERSAMPLING,SENSITIVE_LEARNING,100.000,1.000,1.000,1.000,1.000
STORM,16,NAIVE_BAYES,BEST_FIRST,OVERSAMPLING,SENSITIVE_LEARNING,100.000,1.000,1.000,1.000,1.000
STORM,18,NAIVE_BAYES,BEST_FIRST,OVERSAMPLING,SENSITIVE_LEARNING,100.000,1.000,1.000,1.000,1.000
STORM,18,NAIVE_BAYES,BEST_FIRST,OVERSAMPLING,SENSITIVE_LEARNING,100.000,1.000,1.000,1.000,1.000
STORM,1,NAIVE_BAYES,BEST_FIRST,UNDERSAMPLING,NO_COST_SENSITIVE,93.182,0.025,1.000,0.972,0.046
STORM,1,NAIVE_BAYES,BEST_FIRST,UNDERSAMPLING,NO_COST_SENSITIVE,63.025,0.022,1.000,0.936,0.027
STORM,1,NAIVE_BAYES,BEST_FIRST,UNDERSAMPLING,NO_COST_SENSITIVE,33.333,0.333,1.000,0.500,0.000
STORM,2,NAIVE_BAYES,BEST_FIRST,UNDERSAMPLING,NO_COST_SENSITIVE,20.000,0.200,1.000,0.250,0.000
STORM,2,NAIVE_BAYES,BEST_FIRST,UNDERSAMPLING,NO_COST_SENSITIVE,100.000,1.000,1.000,1.000,1.000
STORM,2,NAIVE_BAYES,BEST_FIRST,UNDERSAMPLING,NO_COST_SENSITIVE,2.083,0.011,1.000,1.000,0.000
STORM,3,NAIVE_BAYES,BEST_FIRST,UNDERSAMPLING,NO_COST_SENSITIVE,3.571,0.036,1.000,1.000,0.000
STORM,3,NAIVE_BAYES,BEST_FIRST,UNDERSAMPLING,NO_COST_SENSITIVE,0.885,0.009,1.000,1.000,0.000
STORM,4,NAIVE_BAYES,BEST_FIRST,UNDERSAMPLING,NO_COST_SENSITIVE,50.000,0.000,0.000,0.667,-0.333
STORM,4,NAIVE_BAYES,BEST_FIRST,UNDERSAMPLING,NO_COST_SENSITIVE,26.316,0.034,1.000,0.243,0.017
STORM,5,NAIVE_BAYES,BEST_FIRST,UNDERSAMPLING,NO_COST_SENSITIVE,81.030,0.014,1.000,1.000,0.023
STORM,5,NAIVE_BAYES,BEST_FIRST,UNDERSAMPLING,NO_COST_SENSITIVE,96.524,0.000,0.000,0.441,-0.003
STORM,6,NAIVE_BAYES,BEST_FIRST,UNDERSAMPLING,NO_COST_SENSITIVE,100.000,1.000,1.000,1.000,1.000
STORM,7,NAIVE_BAYES,BEST_FIRST,UNDERSAMPLING,NO_COST_SENSITIVE,48.598,0.018,1.000,0.519,0.017
STORM,7,NAIVE_BAYES,BEST_FIRST,UNDERSAMPLING,NO_COST_SENSITIVE,47.813,0.002,1.000,0.737,0.002
STORM,7,NAIVE_BAYES,BEST_FIRST,UNDERSAMPLING,SENSITIVE_THRESHOLD,93.182,0.025,1.000,0.966,0.046
STORM,8,NAIVE_BAYES,BEST_FIRST,UNDERSAMPLING,SENSITIVE_THRESHOLD,64.706,0.023,1.000,0.822,0.030
STORM,8,NAIVE_BAYES,BEST_FIRST,UNDERSAMPLING,SENSITIVE_THRESHOLD,33.333,0.333,1.000,0.500,0.000
STORM,8,NAIVE_BAYES,BEST_FIRST,UNDERSAMPLING,SENSITIVE_THRESHOLD,20.000,0.200,1.000,0.500,0.000
STORM,9,NAIVE_BAYES,BEST_FIRST,UNDERSAMPLING,SENSITIVE_THRESHOLD,3.571,0.036,1.000,0.500,0.000
STORM,12,NAIVE_BAYES,BEST_FIRST,UNDERSAMPLING,SENSITIVE_THRESHOLD,100.000,1.000,1.000,1.000,1.000
STORM,14,NAIVE_BAYES,BEST_FIRST,UNDERSAMPLING,SENSITIVE_LEARNING,93.182,0.025,1.000,0.972,0.046
STORM,14,NAIVE_BAYES,BEST_FIRST,UNDERSAMPLING,SENSITIVE_LEARNING,63.025,0.022,1.000,0.936,0.027
STORM,15,NAIVE_BAYES,BEST_FIRST,UNDERSAMPLING,SENSITIVE_LEARNING,33.333,0.333,1.000,0.500,0.000
STORM,15,NAIVE_BAYES,BEST_FIRST,UNDERSAMPLING,SENSITIVE_LEARNING,20.000,0.200,1.000,0.250,0.000
STORM,16,NAIVE_BAYES,BEST_FIRST,UNDERSAMPLING,SENSITIVE_LEARNING,3.571,0.036,1.000,1.000,0.000
STORM,19,NAIVE_BAYES,BEST_FIRST,UNDERSAMPLING,SENSITIVE_LEARNING,100.000,1.000,1.000,1.000,1.000
STORM,1,NAIVE_BAYES,BEST_FIRST,SMOTE,NO_COST_SENSITIVE,100.000,1.000,1.000,1.000,1.000
STORM,1,NAIVE_BAYES,BEST_FIRST,SMOTE,NO_COST_SENSITIVE,94.958,0.000,0.000,0.822,-0.014
STORM,1,NAIVE_BAYES,BEST_FIRST,SMOTE,NO_COST_SENSITIVE,33.333,0.333,1.000,1.000,0.000
STORM,2,NAIVE_BAYES,BEST_FIRST,SMOTE,NO_COST_SENSITIVE,20.000,0.200,1.000,0.125,0.000
STORM,7,NAIVE_BAYES,BEST_FIRST,SMOTE,SENSITIVE_THRESHOLD,100.000,1.000,1.000,1.000,1.000
STORM,8,NAIVE_BAYES,BEST_FIRST,SMOTE,SENSITIVE_THRESHOLD,33.333,0.333,1.000,0.500,0.000
STORM,8,NAIVE_BAYES,BEST_FIRST,SMOTE,SENSITIVE_THRESHOLD,20.000,0.200,1.000,0.500,0.000
STORM,14,NAIVE_BAYES,BEST_FIRST,SMOTE,SENSITIVE_LEARNING,100.000,1.000,1.000,1.000,1.000
STORM,14,NAIVE_BAYES,BEST_FIRST,SMOTE,SENSITIVE_LEARNING,98.319,0.000,0.000,0.822,-0.008
STORM,15,NAIVE_BAYES,BEST_FIRST,SMOTE,SENSITIVE_LEARNING,33.333,0.333,1.000,1.000,0.000
STORM,15,NAIVE_BAYES,BEST_FIRST,SMOTE,SENSITIVE_LEARNING,20.000,0.200,1.000,0.125,0.000
